id,soil_ph,soil_moisture,avg_temperature,total_rainfall,fertilizer_amount,pesticide_usage,sunlight_hours,nitrogen_content,phosphorus_content,potassium_content,irrigation_frequency,crop_type,region,season,harvest_date,field_id,yield_tpha
0,7.831718862296912,37.1927250087988,32.27029735784508,145.6278491838976,124.83002728480903,11.1324904065019,1911.1169781893855,1.4451586460922836,0.6989382801621548,1.0743393114222743,3,Soybean,South,Autumn,2021-03-09,F0138,3.790277278713036
1,6.685905444101506,23.71568365395919,25.852201440352953,599.0053545880794,120.1684275650837,11.846170894994673,2011.488101504861,0.5259833508175791,1.1377217110891626,1.7184538202644293,3,Soybean,South,Spring,2021-07-18,F0393,5.660778080103981
2,8.338306577284133,20.48140018027498,18.202586896045545,333.24769841225555,270.7991117006816,10.588497166594893,1929.725596646314,2.996184211337572,1.0796804638273243,1.386601268871489,5,Soybean,North,Summer,2021-11-20,F0066,7.098250940656655
3,7.21467982669026,42.446504155165286,13.758646868294164,523.6107468345688,99.01358786367558,1.2222384276955238,2231.2285836083956,2.6809285822138373,0.7642381532512703,0.8147460679730394,5,Corn,East,Summer,2021-03-02,F0150,5.461535246089312
4,5.129092832718861,16.614817020527436,14.444958464131219,1005.9317050864379,169.95504535186,6.350099559317469,2826.831667959195,1.2986287542818733,1.487599404778731,0.9103541951634859,3,Corn,Central,Summer,2021-10-24,F0498,6.336988467940589
5,6.813547668025636,49.60890138460296,20.272497624795164,620.8594465151709,162.36044956033209,12.230668043741607,1592.8056577332331,1.133964926182451,1.4463138162071272,1.7324230543031751,6,Barley,West,Spring,2021-10-04,F0188,6.33271115357268
6,8.131044974600714,45.11033368770932,31.06077005376118,347.47955713119336,122.62122119100972,12.782663871924578,2507.6601569755267,1.1697107628953853,1.068310549654594,0.8577919629301882,2,Wheat,North,Autumn,2021-10-09,F0347,4.0737119529128805
7,6.922551557293646,19.941429757083714,14.917160853171534,239.89491801106507,70.09333447269987,3.8470153649898164,1306.5099246382315,2.4842806259316763,0.7772619825235978,1.2233829240807006,3,Rice,South,Spring,2021-02-12,F0085,5.457926641403828
8,6.308871763559228,26.200043943501935,12.768712695762726,806.9036377315291,176.90259581879394,8.41877943766443,2458.8677802282828,2.480543980234941,1.4419916517532256,1.8209757985133534,2,Barley,Central,Spring,2021-04-20,F0322,6.028801316599459
9,7.372272644803443,41.57201796432601,29.805397595119366,970.2594620962791,296.30105371832576,9.475453218388262,2518.4953039366856,0.5111723398228752,1.1045595016863217,0.5767642919157958,6,Barley,East,Autumn,2021-11-30,F0491,8.54996171477939
10,7.867994211560246,15.454844201178336,23.107149584368777,1150.2290468405527,278.637019775289,3.0418124738224517,2885.964183041957,1.6577581612024404,0.8563111735466613,1.524524150799175,1,Barley,West,Autumn,2021-02-04,F0146,7.056070138232908
11,7.324968908625985,15.045506320646084,14.53744070677103,598.0257170438394,61.72660259528763,0.7196949181748263,1426.289976410695,0.8182505903310362,1.2054740294295594,0.6665966828194849,4,Barley,South,Summer,2021-11-26,F0356,5.286139062861517
12,7.489883752535026,37.715137107866084,32.866627685593734,333.3430779576721,97.28233420642667,4.9115110457705855,1322.2983885767262,1.659693291925799,1.064811933899653,1.8969832240547204,6,Wheat,South,Summer,2021-07-19,F0247,6.655517505429579
13,6.650324552206057,28.714796545357263,20.968430187760298,765.659263989823,110.8662956961204,14.149141511544572,1733.169070951395,2.829185995585447,1.3467791135990121,1.9717516521693566,3,Wheat,North,Autumn,2021-04-06,F0375,5.553510634992389
14,5.244543591013391,18.572002892915144,10.854886248029722,375.1473528641687,207.84382690103863,4.559668637242091,2860.820805259054,0.6020049053287995,0.5323380214255502,1.951033335991275,5,Soybean,East,Summer,2021-04-12,F0330,6.823260650946759
15,4.58987723328047,11.582300262504525,18.95919080830996,489.11207805789365,187.47088987193803,9.857191735202408,1848.2883475590047,1.2890863337332035,0.367332497970105,1.7555516671008229,1,Wheat,East,Summer,2021-11-08,F0289,5.63544348797754
16,6.601881229423572,19.975031519835685,26.988796557129625,116.69028258901824,261.2621782168577,10.297791880866926,1168.1004645276046,0.5222460167049763,0.9935579803263865,0.8370732009182626,6,Wheat,Central,Summer,2021-01-26,F0232,6.332821301809984
17,5.699590371978145,46.40886805641249,23.025054323708922,901.8619698076691,230.59981222289193,12.936943852983529,2832.871044352615,2.4032660294180173,0.508976392825979,1.7453529291537948,5,Barley,East,Autumn,2021-03-30,F0282,7.573403647569956
18,7.014936060239972,34.937271737734434,26.986183395414947,1149.1478140836045,75.33060409478976,12.184512752236044,2472.430297708053,2.695292901712136,0.44789145606857655,1.5374110826756875,2,Soybean,West,Summer,2021-03-01,F0339,4.19652565156866
19,6.820355338677818,37.80918622990943,11.07093302972496,198.53397102387194,255.65838882904112,5.804922147128672,2708.513605308831,2.9440510581886006,0.4308120997521604,1.940345088456073,2,Soybean,East,Spring,2021-09-12,F0014,7.90441670231232
20,5.138665397468603,15.262828475157049,23.28668739893532,967.1601351832951,130.3824756285103,11.175187742403685,2169.9369506526737,2.938359520043896,1.152420587071709,0.76452052351729,4,Rice,West,Autumn,2021-10-13,F0257,5.4681594021603
21,5.539214324256639,39.98902987134173,31.042294202425094,601.9254714405788,151.4324232471671,5.592205157465408,2530.243606931772,2.993391694924333,0.6508324848354203,1.8844593438663217,1,Soybean,North,Spring,2021-07-04,F0167,7.0730308904730546
22,7.684965802165474,30.803307328663358,32.17854996735359,713.4390951728234,145.92597489092742,5.13519620933927,1687.092899938477,2.5287110615153834,0.7119435674502517,1.6598032745555873,5,Rice,North,Summer,2021-05-22,F0023,6.4532948744504
23,8.005277732569246,48.39666758568364,32.82146724910969,933.3042928582784,82.32409279283935,0.02285840824996943,1278.7563723830776,1.1154045938098496,0.5536649713419439,1.0361193391732972,3,Soybean,Central,Spring,2021-09-29,F0385,6.119072401500924
24,5.325685087042412,32.652915206661284,16.63356187017333,579.5279399802411,139.3088541541955,11.887152715655587,1086.6320389100315,2.4996017861614783,1.456243107930681,1.8058562455580938,1,Corn,South,Autumn,2021-12-23,F0185,6.712902945939646
25,5.882318343483252,33.893972039114125,24.10852919682877,578.7994627503354,61.59204220341253,11.04564101571447,1730.895233375246,2.2638429417758648,0.2755198983207196,0.9809630203244469,4,Wheat,North,Spring,2021-10-21,F0421,4.229224779062239
26,6.42816423244833,12.980418472745603,29.445303586097936,562.5613938841855,110.00839609358255,7.041327030832175,2768.3408397856297,2.6373014378774426,1.0760667681657252,1.126954821444049,5,Soybean,Central,Autumn,2021-05-25,F0073,5.978608571197359
27,7.829770563201687,49.15789423418647,32.14809176042008,1005.7989209174401,54.25786527200089,14.248614139964314,1734.3183057736367,1.321463533188379,0.8005567945576697,1.3746732135739501,1,Barley,Central,Spring,2021-02-28,F0318,4.756352638377875
28,8.009843450521522,12.633193734526152,23.56114515193017,298.054889963464,126.73393594808806,12.07848415274763,1235.6015835229582,1.8280531146205787,0.3157541658589177,1.620877820602891,3,Barley,Central,Spring,2021-09-20,F0215,4.043487648834926
